input,inference
"ANWAR RETURNS TO MALAYSIA Former deputy leader of Malaysia, Anwar Ibrahim, has returned home after two months overseas, and ahs pledged to fight on for reform in Malaysia.",".aisyalaM ni mrofer rof no thgif ot degdelp sha dna,saesrevo shtnom owt retfa emoh denruter sah,miharbI rawnA,aisyalaM fo redael ytuped remroF ISYAMLAM OT SNETURER RAWNA"
"Apple adds photos to iPods SAN JOSE, Calif. - Apple Computer Inc. rolled out a new iPod Tuesday that allows users to view and share photos as it opened nine new iTunes music stores in Europe, spurring its rivalry with Microsoft Corp.",".proC tfosorciM htiw yrlavir sti gnirrups,eporuE ni serots cisum senuTi wen enin denepo ti sa sotohp erahs dna weiv ot sresu swolla taht yadseuT doPi wen a tuo dellor.cnI retupmoC elppA -.filaC,ESOJ NAS sdoPi ot sotohp sdda elppA"
"Update 1: Oracle Raises Offer for PeopleSoft Software manufacturer Oracle Corp. said Monday that it raised its hostile bid for rival PeopleSoft Inc. to $24 per share from $21, and said the new price represents the company #39;s quot;best and final offer.",".reffo lanif dna tseb;touq s;93# ynapmoc eht stneserper ecirp wen eht dias dna,21$ morf erahs rep 42$ ot.cnI tfoSelpoeP lavir rof dib elitsoh sti desiar ti taht yadnoM dias.proC elcarO rerutcafunam erawtfoS tfoSelpoeP rof reffO sesiaR elcarO :1 etadpU"
Spanish flyer: Markko Martin steers his Ford Focus during the &lt;b&gt;...&lt;/b&gt; MARKKO MARTIN won his second event in succession as he held off a late charge from Marcus Gronholm to come out on top in the Rally of Catalunya.,.aynuallaC fo yllaR eht ni pot no tuo emoc ot mlohnorG sirraM morf egrahc etal a ffo dleh eh sa noitcnisbus ni tneve dnoces sih now NITRAM OKKRAM ;tg&b/;tl&...;tg&b;tl& eht gnirud sucoF droF sih sleets nitraM okkraM :reylf hsinapS
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",".puorg senilriA eropagniS eht fo tinu a,secivreS ytiruceS SATS dna eropagniS fo ytirohtuA noitaiva liviC eht ot revoc ecnarusni ksir raw ytrap-driht gnidnetxe si tnemnrevog ehT : EROPAGNIS ecnarusni ksir raw ytrap-driht sdnetxe tvog eropagniS"
"Redskins lose, Kerry hopes for win TAMPA. Fla. First it was the Boston Red Sox World Series win that had John Kerry grinning, now another sports event has him feeling good.",".doog gnileef mih sah tneve strops rehtona won,gninnirg yrreK nhoJ dah taht niw seireS dlroW xoS deR notsoB eht saw ti tsriF.alF.APMAT niw rof sepoh yrreK,esol sniksdeR"
"Kaneohes Wilson comes up short Kaneohe native Dean Wilson missed out yesterday on his final chance to secure his PGA Tour card. Wilson, who entered the final round of the Chrysler Championship tied for 18th and needing a top-20 finish to","ot hsinif 02-pot a gnideen dna ht81 rof deit pihsnoipmahC relsyrhC eht fo dnuor lanif eht deretne ohw,nosliW.drac ruoT AGP sih eruces ot ecnahc lanif sih no yadretsey tuo dessim nosliW naeD evitan eoenaK trohs pu semoc nosliW seoenaK"
"Consumer spending jumped in September WASHINGTON - Consumers, who substantially slowed down their spending in late summer, roared back to life in September, boosting their purchases by 0.6 percent.",".tnecrep 6.0 yb sesahcrup rieht gnitsoob,rebmetpeS ni efil ot kcab degar,remmus etal ni gnidneps rieht nwod dewols yllaitnatsbus ohw,sremusnoC - NOTGNIHSAW rebmetpeS ni depmuj gnidneps remusnoC"
49ers stake out some dubious turf Their fall to the bottom of the league is complete with an uninspired loss to another very bad team. By Matthew Barrows -- Bee Staff Writer.,.retirW ffatS eeB -- sworraB htaettaM yB.maet dab yrev rehtona ot ssol detniosnu na htiw etelpmoc si eugael eht fo mottob eht ot llaf riehT mrof suoibud emos tuo ekats sre94
"China closes more Internet cafs Chinese authorities have between February and August of this year closed 1,600 Internet bars. In additional fines amounting to a total of 100 million yuan (9.",".9( nauy noillim 001 fo latot a ot gnidnuoma seenif lanoitidda nI.srab tenretnI 006,1 desolc raey siht fo tsuguA dna yraurbeF neewteb evah seitirohtua esenihC sfac tenretnI erom sesolc anihC"
"London Times goes strictly tabloid After more than two centuries as a broadsheet newspaper, The Times of London has gone strictly tabloid. On Monday, The Times moved to a totally compact format after almost a year of dual publication.",".noitacilbup laud fo raey a tsomla retfa tamrof tcapmoc yllatot a ot devom semiT ehT,yadnoM nO.nolotab ylsuoirets enog sah nodnoL fo semiT ehT,repapswen koobedaorb a sa serutnec owt naht erom retfA nolbartab yrretsyrt seog semiT nodnoL"
"Sysco profit climbs 8 percent on sales Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",".tsaehtuoS eht ni senacirruh eht etipsed sesnepxe detnirb dna selas desaercni ti sa,tnecrep 8 esor retrauq tsetal sti rof tiforp dias yadnoM,rotubirtsid ecivres doof tsegral s;93# yrtnuoc eht,.proC ocsyS selas no tnecrep 8 sbmilc tiforp ocsyS"
"Dial M for Music Mobile-phone makers scored a surprising hit four years ago when they introduced handsets equipped with tiny digital cameras. Today, nearly one-third of the cell phones sold worldwide do double duty as cameras","saremac sa ytud elbuod od ediwdlrow dlos senohp llec eht fo driht-eno ylraen,yadoT.saremac latigid ynit htiw deppiuqe stesdnah decudortni yeht nehw oga sraey ruof tih gnisirprus a derocs srekam enohp-eliboM cisuM rof M leiD"
"Update 1: Sysco Profit Climbs 8 Percent on Sales Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",".tsaehtuoS eht ni senacirruh eht etipsed sesnepxe detnirb dna selas desaercni ti sa,tnecrep 8 esor retrauq tsetal sti rof tiforp dias yadnoM,rotubirtsid ecivres doof tsegral s;93# yrtnuoc eht,.proC ocsyS selaS no tnecreP 8 sbmilC tiforP ocsyS :1 etadpU"
Merck Shares Drop on Report of Documents About Vioxx Drug Merck amp; Co. shares fell as much as 7 percent to their lowest level in more than eight years after the Wall Street Journal said the drugmaker tried for years to stop safety concerns from hurting sales of its Vioxx painkiller.,.rellikniap xxoiV sti fo selas gnitruh morf snrecnoc ytefas pots ot sraey rof deirt rekamgurd eht dias lanruoJ teertS llaW eht retfa sraey thgie naht erom ni level tsewol rieht ot tnecrep 7 sa hcum sa llef serahs.oC ;pma kcreM gurD xxoiV tuobA stnemucoD fo tropeR no porD serahS kcre
"Allergan to close contact-lens solution plant, lay off third of &lt;b&gt;...&lt;/b&gt; Allergan Inc., the US drug company that makes the anti-wrinkle treatment Botox as well as contract lens solution at its Irish factory, plans to lay off more than a third of its Irish workforce as it ends its lens solution operations and","dna snoitarepo noitulos snel sti sdne ti sa ecrofkrow hsirI sti fo driht a naht erom ffo yal ot snalp,yrotcaf hsirI sti ta noitulos snel tcartnoc sa llew sa xotoB tnemtaert elknirw-itna eht sekam taht ynapmoc gurd SU eht,.cnI negrellA ;tg&b/;tl&...;tg&"
"Rehhagel runs into adoring Greeks in Germany Otto Rehhagel, the German who led Greece to an upset win at Euro 2004, is amazed how many adoring Greeks there are in every corner of the world and how hard it is to pay for anything when he meets the grateful fans.",".snaf ylbaerg eht steem eh nehw gnihtyna rof yap ot si ti drah woh dna dlrow eht fo renroc yreve ni era ereht skeerG gnidoora ynam woh deraeba si,4002 oruE ta niw tespu na ot eceerG del ohw namreG eht,lehahheR otO ynamreG ni skeerG gnidoora otni snur lehah"
"Spimming for Dollars Today #39;s new word, for all you dictionary freaks, is quot;spim quot;. Spam IM (Instant Messaging) = Spim. IM Spam. And for many IM companies it is the bane of their existence requiring increasingly aggressive filtering and block list capabilities.",".seitilibapac tsil kcolb dna gniretlif evissergga ylgnisaercni gniriuqer ecneicsid rieht fo enab eht si ti seinapmoc MI ynam rof dnA.mapS MI.mipS = )gnigasseM tnatsnI( MI maps.;touq maps;touq si,sknuf yraniredisw uoy lla rof,drow wen s;93# yadoT sralloD rof gnimpirS"
Allergan to axe 325 Westport jobs The county #39;s largest employer said the jobs losses at its Westport plant occurred following the spin off of Allergan #39;s optical medical device business to Advanced Medical Optics (AMO).,.)OMA( scitpO lacideM decnavdA ot ssenisub ecived lacidem lacitpo s;93# nagrellA fo ffo nips eht gniwollof derrucco tnalp troptseW sti ta sessol sboj eht dias reyolpme tsegral s;93# ytnuoc ehT sboj troptseW 523 eca ot nagrellA
"A suicide bombing killed 3 people in a crowded Tel Aviv market &lt;b&gt;...&lt;/b&gt; A suicide bombing killed at least five people and seriously injured more than 30 others in a crowded Tel Aviv open-air market. Injured shoppers were treated on the ground, as vegetables were strewn on the pavement.",".hctaws eht no nwarts erew serutavev sa,dnuorg eht no detaert erew sreppohs derujnI.tekram ria-nepo vivA leT dedworc a ni srehto 03 naht erom derujni ylsuoires dna elpoep evif tsael ta dellik gnibmob edicius A ;tg&b/;tl&...;tg&b;tl& tekram vivA leT dedworc a ni elpo"
Van driven by Arsenal quest for glory There #39;s little danger of Robin Van Persie getting carried away with himself. After scoring a dramatic first Premiership goal with the injury-time equaliser against Southampton,tseuqniaS tsniaga resilauqe emit-yrujni eht htiw laog pihsreimerP tsrif citamard a gnirocs retfA.flesmih htiw yawa deirrac gnitteg eisreP naV nitraV fo regnad elttil s;93# erehT yrolg rof tseuq lanesrA yb nevird naV
"First credit rating for Serbia 19:50 November 01 Dow Jones LONDON -- Monday -- Serbia reached a milestone on the road to economic stability Monday, as its first-ever credit rating opened the way for a return to international credit markets.",".stekram tiderc lanoitanretni ot nruter a rof yaw eht denepo gnitar tiderc reve-tsrif sti sa,yadnoM ytilibats cimonoce ot daor eht no enotselim a dehcaer airaS -- yadnoM -- NODNOL senoJ woD 01 rebmevoN 05:91 airasirS rof gnitar tiderc tsriF"
"Report: Drugs Caused Ken Caminiti #39;s Death NEW YORK - A drug overdose killed former baseball star Ken Caminiti, who tested positive for cocaine in the weeks before he died at age 41 and had admitted using steroids during his playing days, the city medical examiner ruled Monday.",".yadnoM delur retamitse lacidem ytic eht,syad gniyalp sih gnirud senirts gnisu dettimda dah dna 14 ega ta deid eh erofeb skeew eht ni eniracnoc rof evitisop detset ohw,itinimaC neK rats llabesab remrof dellik esodrevo gurd A - KROY WEN htaeD s;93# itinimaC neK desuaC sgurD :tropeR"
Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict.,.tcilfnoc eht gniraelitided no laed a tuo remmah ot dib a ni rufraD fo noiger nrot-efirts eht ni gnisirpu eht fo sredael eht dna syovne tnemnrevog esenaduS htiw yletarapes tem srotaitogen noinU nacirfA - )PFA( AJUBA ytiruces revo kcoldaed etipsed drawrof niap sklat ecaep rufraD
"Russia slaps Yukos with fresh, potentially fatal, tax claims MOSCOW : Russian authorities hit the bruised Yukos oil giant with a battery of fresh tax claims which could see the firm #39;s total debt soar to an astronomical 17 billion dollars.",".srallod noillib 71 lacigolohcra na ot raos tbed latot s;93# mrif eht ees dluoc hcihw smialc xat hserf fo yrettab a htiw tnaig lio sokuY dereeb eht tih seitirohtua naissuR : WOCSOM smialc xat,lataf yllaitnetop,hserf htiw sokuY spils aissuR"
"Pinkel reinstates Damien Nash Missouri tailback Damien Nash was reinstated by coach Gary Pinkel, ending a one-game suspension for the teams #39; leading rusher.",".rehsur gnidael ;93# smaet eht rof noisnepsus emag-eno a gnidne,lekniP yraG hcaoc yb detaerker saw hsaN nedemaD kcabtiat iruossiM hsaN nedemaS setaerter lekniP"
"Lions career sack leader Porcher retires ALLEN PARK, Mich. - Robert Porcher finally couldn #39;t take standing on the sidelines any more. Porcher, the Detroit Lions #39; career sack leader, retired Monday, ending a frustrating season and a 13-year career.",".reerac raey-31 a dna nosaes gnitartsurf a gnidne,yadnoM deriter,redael kcas reerac ;93# snoiL tiorteD eht,rehcnoP.erom yna seniledis eht no gnidnats ekat t;93# ndluoc yllanif rehcnoP treboR -.hciM,KRAP NELLA seriter rehcnoP redael kcas reerac snoiL"
"Jacobs Engineering Names Watson Chairman Shares of the engineering company closed earlier down 37 cents, or just under 1 percent, at $40.36 on the New York Stock Exchange.",".egnahcxE kcotS kroY weN eht no 63.04$ ta,tnecrep 1 rednu tsuj ro,stnec 73 nwod reilrae desolc ynapmoc gnireenigne eht fo serahS namriahC hcaeB semaN gnireenignE skwahJ"
"New housing goals finalized for Fannie, Freddie The US Department of Housing and Urban Development has finalized a rule that will require the nation #39;s two largest housing finance companies to increase their purchase of mortgages for low- and moderate-income families and underserved communities.",".seitinummoc devresrednu dna seilimaf emocni-etaredom dna -wol rof segagtrom fo esahcrup rieht esaercni ot seinapmoc ecnanif gnisuoh tsegral owt s;93# noitan eht eriuqer lliw taht elur a dezilanif sah tnempoleveD nabruU dna gnisuoH fo tnemtrapeD SU ehT eidderF,ennaF rof dezilanif"
FOOTBALL: WE WANT WALTER WALTER SMITH was flexing his muscles last night as he prepared to answer the SOS from the SFA. Scotland #39;s fans were finally put out of their misery when Berti Vogts resigned as manager of the national team.,.maet lanoitan eht fo reganam sa dengiser stgoV itreB nehw yresim rieht fo tuo tup yllanif erew snaf s;93# dnaltocS.AFS eht morf SOS eht rewsna ot deraperp eh sa thgin tsal selcsum sih gnixelf saw HTIMS RETLAW RETLAW TNAW EW :LLABTOOF
"Open Source Ingres Swings At Oracle, SQL Server The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. Not SQL-type competition.",".noititepmoc epyt-QS toN.yaw yna ni meht rof elbisnopser ton era eW.meht detsop revehw yb denwo era stnemmoc gniwollof ehT :tnirP eniF ehT revreS QS,elcarO tA sgniwS ssergnI ecruoS nepO"
LG Electronics-Matsushita PDP battle TOKYO (CBS.MW) -- South Korea #39;s LG Electronics Inc. said Tuesday it would file a counter measure against Japan #39;s Matsushita Electric Industrial Co.,.oC lairtsudnI cirtcelE atihsustaM s;93# napaJ tsniaga erusaem retnuoc a elif dluow ti yadseuT dias.cnI scinortcelE GL s;93# aeroK htuoS -- )WM.SBC( OYKOT elttab PDP atihsatsuM-scinortcelE GL
"La. Seeks New Bridge, Elevated Highway If you think oil is expensive now, just imagine if Hurricane Ivan had swung west and come ashore at this bustling oil and gas port at the southernmost point of Louisiana.",".aivsiuoL fo tniop tsomnrehtuos eht ta trop sag dna lio gniruoh siht ta erohsa emoc dna tsew gnuws dah navI enacirruH fi egami tsuj,won evisnepxe si lio kniht uoy fI yawhgiH detavle,egdirB weN skeeS.aL"
"Paper says Merck hid data on Vioxx WHITEHOUSE STATION, NJ - Shares of Merck amp; Co. plunged nearly 10 percent Monday after a media report said documents show the pharmaceutical giant hid or denied evidence for years that its blockbuster arthritis drug Vioxx causes heart problems.",".smelborp traeh sesuac xxoiV gurd sitirhtra retsubkcolb sti taht sraey rof ecnedive deined ro dih tnaig lacituecamrahp eht wohs stnemucod dias troper aidem a retfa yadnoM tnecrep 01 ylraen degnulp.oC ;pma kcreM fo serahS - JN,NOITATS ESUHOITEWH xxoiV no atad dih kcreM syas repap"
